\beta,\phi,p,r
0.0,0.0,0.0,0.0
0.0001835101967839238,0.0005574448301465483,0.01035648907767495,-0.002534828757490782
0.0006251827253026293,0.0019390556505674383,0.016726532972124133,-0.005112830187627608
0.0013203353625208674,0.0038107462363835727,0.020323949742307668,-0.00751444709847268
0.0022426617051195053,0.005939537993207533,0.021984038728511925,-0.009571101161486337
0.003350134186887146,0.008162757196939598,0.022294962826328014,-0.01115995042383711
0.004590137918518072,0.010367871075221118,0.02168265444441195,-0.012200249472308335
0.005904027741458829,0.012479210292118618,0.020465693516469128,-0.01265015327955872
0.007231186241455686,0.014449105946149924,0.018889984787346232,-0.01250339725979607
0.008512598870655136,0.016251763866264576,0.017149751329168683,-0.011785566406827512
0.00969392712486042,0.01787876856651218,0.015399901402087322,-0.01054979370519875
0.010728041756595344,0.019335564896176643,0.013763801062241128,-0.008871832141827704
0.01157697482634575,0.02063859943873511,0.012338968173015243,-0.006844587217430269
0.012213263727329374,0.021812953633771857,0.011201105031498935,-0.004572364035248903
0.012620688834514077,0.022890253757593872,0.010405347025549653,-0.0021651804688970705
0.012794436032519143,0.02390654224115012,0.00998434484453926,0.00026658634251244015
0.012740729472557819,0.02489988538204698,0.009945560303599901,0.0026171713379320883
0.012475977797705089,0.025907825050394975,0.010271415917854281,0.004790051066108049
0.012025480511882078,0.026965055136204473,0.010923529050004557,0.006702105709643132
0.011421764824712851,0.02810165760198107,0.011849194718726842,0.008287012092716761
0.010702653410770627,0.02934199827729714,0.012987786684409999,0.009497601619389348
0.009909180910102847,0.03070420305817839,0.014275855747045147,0.010307067879066777
0.009083479441568227,0.03220005245515348,0.015650298132870583,0.010709013677592149
0.00826674713292429,0.033835080513911917,0.017049257571454285,0.010716403465404046
0.007497398110632103,0.035608683576139,0.018411740087677646,0.010359621483617715
0.006809464608665955,0.037514223075316815,0.01967835110069445,0.009683950775650835
0.006231292348362514,0.03953932880390543,0.020794609305957022,0.008746714639840211
0.005784556451729743,0.04166661724610343,0.02171547293629634,0.007614126165069264
0.005483625748688003,0.04387480903375333,0.022408348887621644,0.00635781897856231
0.005335299359150881,0.046140012860960186,0.022853450419264745,0.005051171013399567
0.005338915751722111,0.04843699337267893,0.023043802693054866,0.0037657784069450428
0.005486791145584498,0.050740641424274195,0.02299040295785723,0.0025686247787912106
0.005764898435279528,0.053028456386974794,0.022738038379946802,0.0015204039867108472
0.006153686035774422,0.0552851304529505,0.02239045738236569,0.0006748609258594575
0.006629000189431303,0.05750955272659559,0.02212981353569443,7.798511788253168e-05
0.007163215398264297,0.05972238804347571,0.022203711123032904,-0.000234800877525116
0.007726799194670563,0.06196986928233998,0.02286090099370257,-0.0002444059200856633
0.008290464472421752,0.0643190817439835,0.02425180507083887,4.515997162255923e-05
0.008827707853340047,0.06684374613635984,0.026349823449303193,0.0006037588196402095
0.009317099799638356,0.06960561077662385,0.02894923198495466,0.001379749177004553
0.009743599701705286,0.0726398833342709,0.03174295841032509,0.002311146499101392
0.010098592299474818,0.07595044005483435,0.034428797158986946,0.0033377262728910145
0.010378931359472316,0.07951465175902987,0.03678824125227357,0.004408976091702476
0.010585568891318762,0.08329366462537512,0.038716416255478905,0.005486572980907239
0.010722274510353718,0.08724349211948534,0.04021116800441242,0.006542821668408209
0.010794723131510827,0.09132370965613952,0.04133914261485154,0.007557174911901665
0.010810000663855058,0.0955023397286531,0.04219619990487951,0.00851284279656879
0.010776390657989843,0.09975706435673512,0.04287529291856394,0.00939506419957226
0.01070321356905279,0.10407389652512432,0.04344824086252623,0.010191476315045333
0.010600548698565037,0.10844472921003548,0.0439609515447949,0.010893554455608313
0.010478823351408725,0.11286489083929621,0.04443732934111605,0.01149761158208866
0.010348361277938926,0.11733128907043389,0.04488626390342545,0.012004723392498725
0.01021897666589107,0.12184123770755402,0.045307875799422664,0.01241998737970201
0.010099639463660895,0.12639180885923043,0.045697756335861865,0.01275175295675883
0.009998197856884314,0.13097952343001235,0.04604964908051848,0.013011085036597154
0.009921143377744489,0.13560026310978615,0.04635728338532307,0.013211348382066735
0.009873423054170875,0.14024932129083426,0.046615193085082905,0.013367680197528584
0.00985831975251446,0.14492143358671683,0.04681718459736377,0.013496179474715961
0.00987742735300231,0.14961047228641355,0.04695094429775057,0.013612778951938699
0.009930737415660312,0.1543084210850944,0.0469894088249959,0.013731975462751064
0.01001682375919434,0.1590035121936334,0.04688386419168053,0.013865860462007763
0.010133065248082664,0.16367809914227274,0.0465670804180155,0.014024016529769952
0.010275813813146501,0.1683075918793033,0.04597172891968613,0.014214506724978685
0.010440439948554467,0.17286180420300246,0.04505807112514221,0.014445350785963283
0.010621286713492937,0.17730884429896526,0.04383361072075647,0.014725204310348744
0.010811671797644848,0.18161989596586117,0.04234963720363227,0.015062335974169578
0.011004088199561297,0.18577250826772274,0.04067699150910648,0.015462362640097442
0.011190638952545611,0.18975111993354327,0.038878587424992034,0.015926195798890246
0.011363603636732673,0.19354534302741702,0.0369935736998768,0.016449258792396847
0.011515990392061925,0.19714736006174668,0.035034581428718965,0.017021948997945468
0.011641971881868947,0.2005494855338862,0.03299291363341242,0.017630853799716583
0.011737151573035004,0.20374255848587433,0.030850286945895297,0.01826052641028903
0.011798621385623006,0.20671591310645504,0.02859894575541347,0.018895813234187077
0.011824797741815373,0.20945966071147679,0.026266326002415855,0.019524227164864474
0.011815109562818473,0.21196912359781817,0.023930362667923734,0.0201371238707093
0.011769724349187506,0.21424971286663716,0.021711352492256013,0.020728620020423194
0.011689516254943907,0.21631977830639604,0.01974132554996951,0.021292679333211426
0.011576335287183298,0.21820989755234882,0.018126859579037556,0.021820280996023303
0.011433424103441723,0.21995885550273023,0.016922422958288733,0.022298644006390745
0.01126571478191777,0.22160789361381886,0.016123140364679142,0.02271306876378261
0.011079806570819181,0.223195222127185,0.01567651316579463,0.02305019326406179
0.010883609368834327,0.22475233676528944,0.015504915269876343,0.023300800427433436
0.010685783639120419,0.22630265138223984,0.015527524286126197,0.02346111562579168
0.01049513871940001,0.22786193691836815,0.015673676010034634,0.023532654101218676
0.010320112588282417,0.229439594721411,0.015886608348447996,0.023521099122662197
0.010168418556066386,0.23103999744204362,0.016122115721145042,0.023434481579976713
0.01004693455898063,0.23266367439115468,0.01634756701645234,0.02328063654528457
0.009961908697690309,0.23430851801991257,0.016543234540572535,0.023063945189128035
0.009919514851233616,0.23597114848558023,0.01670341289382238,0.022781949496803205
0.00992666323674334,0.23764821407496878,0.016833436945837804,0.022423511662400013
0.009991736990546594,0.23933710246875262,0.016940850011706234,0.02197116429195995
0.010124677772553879,0.2410355384574432,0.017022562942645918,0.021409855630857608
0.010335819918668106,0.2427399325725667,0.01705405408408589,0.02074101154259936
0.010633342693993688,0.24444311574116961,0.01698943164738726,0.019995351764801588
0.011020097223669865,0.2461328454426988,0.016776834178001136,0.01923514857791165
0.011491208464927537,0.24779235442291475,0.016381493896650678,0.01854188991710068
0.012033566551715185,0.2494029516874279,0.015801054438516253,0.017995554079039862
0.012627275870837996,0.2509473567225062,0.015064602732768696,0.017656901413258114
0.01324821007684053,0.2524122706545314,0.01422008633017179,0.017560035045673418
0.013870640395541301,0.25378955022308525,0.01332073648459262,0.0177144227777025
0.01446935909957811,0.25507629971430285,0.01241766084824105,0.018110595408313945
0.015021293692918542,0.2562745640091298,0.011558750100030712,0.01872442467717788
0.015506841764178669,0.25739103731196245,0.01078904967954077,0.019519181476281768
0.015910981544569578,0.2584366700130883,0.0101477598600127,0.020448044773636903
0.016223940169705034,0.25942577533035305,0.009661684990935334,0.02145936654496718
0.016441187754330157,0.26037449331949686,0.009340048449639881,0.02250363524593047
0.016562834031747357,0.2612990342961392,0.009175910348803662,0.023538388548554466
0.016592840157362655,0.26221441948381174,0.009154118726345395,0.02452840303477042
0.016538472247074075,0.2631341162539089,0.00925995199656134,0.02544232088796115
0.016410111394042165,0.2640703075922913,0.009482427092305817,0.026249388554428252
0.016221191416706224,0.2650341616500467,0.009811340444211905,0.026919355704909338
0.015987872844536986,0.26603562874924824,0.010231562734486804,0.02742649104415482
0.015728102051866574,0.26708270504042414,0.01071864618674476,0.027756675864603276
0.015459920046721965,0.26818042862565605,0.011238090435075426,0.027914878147507698
0.01519922227421667,0.2693300145896615,0.01174882586785973,0.02792942204081656
0.014957507391326263,0.2705285229325799,0.012210184799765562,0.027849944015567868
0.014740347083760152,0.2717693299915726,0.012590651576170493,0.02773777380317234
0.014547232160523402,0.27304345441179567,0.012875680618384504,0.027650643153178188
0.014372997348729093,0.27434147529347147,0.013071127921484701,0.027627561131287687
0.014210298040515865,0.27565546762599735,0.013199971446597722,0.027681350795037037
0.014052088511708758,0.27698031595623523,0.013293747506411487,0.02780219687766716
0.013893225951269048,0.2783140980423552,0.013383435769804202,0.027967953425987617
0.013731051954818302,0.2796577065528667,0.013493751219347204,0.028153373783036267
0.013565398992262313,0.2810141052341565,0.013641354439233037,0.02833394956397673
0.013398494596216802,0.28238753292462365,0.013835242176529575,0.028485958950909156
0.013234868955203198,0.2837827634877812,0.014077102181674187,0.028586780877693646
0.013081074532998947,0.2852043245991672,0.014359916330261152,0.028617478906017287
